# 1      Please keep this file sorted alphabetically (ascending) and clear of duplicates
# 2      In VS Code you can do this with:
# 3      ctrl+shift+p > Delete Duplicate Lines
# 4      ctrl+shift+p > Sort Lines Ascending
# 5
# 6      Format:
# 7      manifest | source code
https://raw.githubusercontent.com/n00bcodr/jellyfin-plugins/main/10.11/manifest.json | https://github.com/n00bcodr/jellyfin-plugins
https://raw.githubusercontent.com/n00bcodr/jellyfin-plugins/main/12/manifest.json  | https://github.com/n00bcodr/jellyfin-plugins
https://raw.githubusercontent.com/Namo2/InPlayerEpisodePreview/master/manifest.json | https://github.com/Namo2/InPlayerEpisodePreview
https://raw.githubusercontent.com/neptunehub/audiomuse-ai-plugin/master/manifest.json | https://github.com/neptunehub/audiomuse-ai-plugin
https://raw.githubusercontent.com/neurekadev/better-posters/master/manifest.json | https://github.com/neurekadev/better-posters
https://raw.githubusercontent.com/NewsGuyTor/LogoSwap/main/manifest.json | https://github.com/NewsGuyTor/LogoSwap
https://raw.githubusercontent.com/nikarh/jellyfin-plugin-authelia/main/manifest.json | https://github.com/nikarh/jellyfin-plugin-authelia
https://raw.githubusercontent.com/Noir1992/jellyfin-trickplay-folder-cleaner/main/manifest.json | https://github.com/Noir1992/jellyfin-trickplay-folder-cleaner
https://raw.githubusercontent.com/obxidion/Jellyfin-Quality-Overlay/HEAD/manifest.json | https://github.com/obxidion/Jellyfin-Quality-Overlay
https://raw.githubusercontent.com/obxidion/Live-TV-Builder-Jellyfin-Plugin/HEAD/manifest.json | https://github.com/obxidion/Live-TV-Builder-Jellyfin-Plugin
https://raw.githubusercontent.com/ocnaibill/crunchyroll-jellyfin/main/manifest.json | https://github.com/ocnaibill/crunchyroll-jellyfin
https://raw.githubusercontent.com/ONeithan/Nexus-PobreFlix/HEAD/manifest.json | https://github.com/ONeithan/Nexus-PobreFlix
https://raw.githubusercontent.com/pepebarrascout/jellyfin-plugin-lastfm/main/manifest.json | https://github.com/pepebarrascout/jellyfin-plugin-lastfm
https://raw.githubusercontent.com/pepebarrascout/jellyfin-plugin-listenbrainz/main/manifest.json | https://github.com/pepebarrascout/jellyfin-plugin-listenbrainz
https://raw.githubusercontent.com/pepebarrascout/jellyfin-plugin-podcast/main/manifest.json | https://github.com/pepebarrascout/jellyfin-plugin-podcast
https://raw.githubusercontent.com/pepebarrascout/jellyfin-plugin-radio-online/main/manifest.json | https://github.com/pepebarrascout/jellyfin-plugin-radio-online
https://raw.githubusercontent.com/peterdu1109/NotifySync/refs/heads/main/repository.json | https://github.com/peterdu1109/NotifySync
https://raw.githubusercontent.com/ph15ch/Jellyfin-Transcode-Downloader/main/repo/manifest.json | https://github.com/ph15ch/Jellyfin-Transcode-Downloader
https://raw.githubusercontent.com/PunchPlay/jellyfin-plugin-punchplay/refs/heads/main/manifest.json | https://github.com/PunchPlay/jellyfin-plugin-punchplay
https://raw.githubusercontent.com/queukat/YummyKodik/gh-pages/manifest.json | https://github.com/queukat/YummyKodik
https://raw.githubusercontent.com/rappa850/Jellyfin.Plugin.Amane/main/manifest.json | https://github.com/rappa850/Jellyfin.Plugin.Amane
https://raw.githubusercontent.com/rdpharr/jellyfin-plugin-localrecs/main/manifest.json | https://github.com/rdpharr/jellyfin-plugin-localrecs
https://raw.githubusercontent.com/retrorat1/Jellyfin.Plugin.TheSportsDB/main/manifest.json | https://github.com/retrorat1/Jellyfin.Plugin.TheSportsDB
https://raw.githubusercontent.com/rimseg/jellyfin-filter-search/main/manifest.json | https://github.com/rimseg/jellyfin-filter-search
https://raw.githubusercontent.com/RomainPierre7/jellyfin-plugin-TelegramNotifier/main/manifest.json | https://github.com/RomainPierre7/jellyfin-plugin-TelegramNotifier
https://raw.githubusercontent.com/rs-jensen/lapse-jellyfin-plugin/main/manifest.json | https://github.com/Schwponaco-org/lapse-jellyfin-plugin
https://raw.githubusercontent.com/ryandash/jellyfin-plugin-myanimelist/main/manifest.json | https://github.com/ryandash/jellyfin-plugin-myanimelist
https://raw.githubusercontent.com/Sanidhya30/Jellyfin-Newsletter/HEAD/manifest.json | https://github.com/Sanidhya30/Jellyfin-Newsletter
https://raw.githubusercontent.com/Saturn745/jellyfin-favorited-songs-playlist/refs/heads/master/manifest.json | https://github.com/Saturn745/jellyfin-favorited-songs-playlist
https://raw.githubusercontent.com/SenorSmartyPants/jellyfin-plugin-refreshsparse/master/manifest.json | https://github.com/SenorSmartyPants/jellyfin-plugin-refreshsparse
https://raw.githubusercontent.com/Shadowghost/jellyfin-plugin-segment-recognition/metadata/stable/manifest.json | https://github.com/Shadowghost/jellyfin-plugin-segment-recognition
https://raw.githubusercontent.com/shemanaev/jellyfin-plugin-repo/master/manifest.json | https://github.com/shemanaev/jellyfin-plugin-repo
https://raw.githubusercontent.com/ShokoAnime/Shokofin/metadata/stable/manifest.json | https://github.com/ShokoAnime/Shokofin
https://raw.githubusercontent.com/SiroxCW/Jellyfin-AniWorld-Downloader/main/manifest.json | https://github.com/SiroxCW/Jellyfin-AniWorld-Downloader
